成就编号	成就ICON	等级需求	成就名称	成就描述	任务类型	完成条件	金币	银币	活力	体力	经验	掉落	任务链 id	任务链顺序
843	m10016	1	收集英雄3	获得3个英雄	16	3	100	0	0	0	150	0	16	3
844	m10016	1	收集英雄4	获得4个英雄	16	4	100	0	0	0	200	0	16	4
845	m10016	1	收集英雄5	获得5个英雄	16	5	100	0	0	0	250	0	16	5
846	m10016	1	收集英雄6	获得6个英雄	16	6	100	0	0	0	300	0	16	6
847	m10016	1	收集英雄7	获得7个英雄	16	7	100	0	0	0	350	0	16	7
848	m10016	1	收集英雄8	获得8个英雄	16	8	100	0	0	0	400	0	16	8
849	m10016	1	收集英雄9	获得9个英雄	16	9	100	0	0	0	450	0	16	9
850	m10016	1	收集英雄10	获得10个英雄	16	10	100	0	0	0	500	0	16	10
851	m10016	1	收集英雄11	获得11个英雄	16	11	100	0	0	0	550	0	16	11
852	m10016	1	收集英雄12	获得12个英雄	16	12	100	0	0	0	600	0	16	12
853	m10016	1	收集英雄13	获得13个英雄	16	13	100	0	0	0	650	0	16	13
854	m10016	1	收集英雄14	获得14个英雄	16	14	100	0	0	0	700	0	16	14
855	m10016	1	收集英雄15	获得15个英雄	16	15	100	0	0	0	750	0	16	15
856	m10016	1	收集英雄16	获得16个英雄	16	16	100	0	0	0	800	0	16	16
857	m10016	1	收集英雄17	获得17个英雄	16	17	100	0	0	0	850	0	16	17
858	m10016	1	收集英雄18	获得18个英雄	16	18	100	0	0	0	900	0	16	18
859	m10016	1	收集英雄19	获得19个英雄	16	19	100	0	0	0	950	0	16	19
860	m10016	1	收集英雄20	获得20个英雄	16	20	100	0	0	0	1000	0	16	20
861	m10016	1	收集英雄21	获得21个英雄	16	21	100	0	0	0	1050	0	16	21
862	m10016	1	收集英雄22	获得22个英雄	16	22	100	0	0	0	1100	0	16	22
863	m10016	1	收集英雄23	获得23个英雄	16	23	100	0	0	0	1150	0	16	23
864	m10016	1	收集英雄24	获得24个英雄	16	24	100	0	0	0	1200	0	16	24
865	m10016	1	收集英雄25	获得25个英雄	16	25	100	0	0	0	1250	0	16	25
866	m10016	1	收集英雄26	获得26个英雄	16	26	100	0	0	0	1300	0	16	26
867	m10016	1	收集英雄27	获得27个英雄	16	27	100	0	0	0	1350	0	16	27
868	m10016	1	收集英雄28	获得28个英雄	16	28	100	0	0	0	1400	0	16	28
869	m10016	1	收集英雄29	获得29个英雄	16	29	100	0	0	0	1450	0	16	29
870	m10016	1	收集英雄30	获得30个英雄	16	30	100	0	0	0	1500	0	16	30
871	m10016	1	收集英雄31	获得31个英雄	16	31	100	0	0	0	1550	0	16	31
872	m10016	1	收集英雄32	获得32个英雄	16	32	100	0	0	0	1600	0	16	32
873	m10016	1	收集英雄33	获得33个英雄	16	33	100	0	0	0	1650	0	16	33
874	m10016	1	收集英雄34	获得34个英雄	16	34	100	0	0	0	1700	0	16	34
875	m10016	1	收集英雄35	获得35个英雄	16	35	100	0	0	0	1750	0	16	35
876	m10016	1	收集英雄36	获得36个英雄	16	36	100	0	0	0	1800	0	16	36
877	m10016	1	收集英雄37	获得37个英雄	16	37	100	0	0	0	1850	0	16	37
878	m10016	1	收集英雄38	获得38个英雄	16	38	100	0	0	0	1900	0	16	38
879	m10016	1	收集英雄39	获得39个英雄	16	39	100	0	0	0	1950	0	16	39
880	m10016	1	收集英雄40	获得40个英雄	16	40	100	0	0	0	2000	0	16	40
881	m10016	1	收集英雄41	获得41个英雄	16	41	100	0	0	0	2050	0	16	41
882	m10016	1	收集英雄42	获得42个英雄	16	42	100	0	0	0	2100	0	16	42
883	m10016	1	收集英雄43	获得43个英雄	16	43	100	0	0	0	2150	0	16	43
884	m10016	1	收集英雄44	获得44个英雄	16	44	100	0	0	0	2200	0	16	44
885	m10016	1	收集英雄45	获得45个英雄	16	45	100	0	0	0	2250	0	16	45
886	m10016	1	收集英雄46	获得46个英雄	16	46	100	0	0	0	2300	0	16	46
887	m10016	1	收集英雄47	获得47个英雄	16	47	100	0	0	0	2350	0	16	47
888	m10016	1	收集英雄48	获得48个英雄	16	48	100	0	0	0	2400	0	16	48
889	m10016	1	收集英雄49	获得49个英雄	16	49	100	0	0	0	2450	0	16	49
890	m10016	1	收集英雄50	获得50个英雄	16	50	100	0	0	0	2500	0	16	50
891	m10016	1	收集英雄51	获得51个英雄	16	51	100	0	0	0	2550	0	16	51
892	m10016	1	收集英雄52	获得52个英雄	16	52	100	0	0	0	2600	0	16	52
893	m10016	1	收集英雄53	获得53个英雄	16	53	100	0	0	0	2650	0	16	53
894	m10016	1	收集英雄54	获得54个英雄	16	54	100	0	0	0	2700	0	16	54
895	m10016	1	收集英雄55	获得55个英雄	16	55	100	0	0	0	2750	0	16	55
896	m10016	1	收集英雄56	获得56个英雄	16	56	100	0	0	0	2800	0	16	56
897	m10016	1	收集英雄57	获得57个英雄	16	57	100	0	0	0	2850	0	16	57
898	m10016	1	收集英雄58	获得58个英雄	16	58	100	0	0	0	2900	0	16	58
899	m10016	1	收集英雄59	获得59个英雄	16	59	100	0	0	0	2950	0	16	59
900	m10016	1	收集英雄60	获得60个英雄	16	60	100	0	0	0	3000	0	16	60
901	m10017	1	箭塔强化1	提升箭塔等级2次	17	2	0	0	0	0	50	0	17	1
902	m10017	1	箭塔强化2	提升箭塔等级4次	17	4	0	0	0	0	100	0	17	2
903	m10017	1	箭塔强化3	提升箭塔等级6次	17	6	0	0	0	0	150	0	17	3
904	m10017	1	箭塔强化4	提升箭塔等级8次	17	8	0	0	0	0	200	0	17	4
905	m10017	1	箭塔强化5	提升箭塔等级10次	17	10	0	0	0	0	250	0	17	5
906	m10017	1	箭塔强化6	提升箭塔等级12次	17	12	0	0	0	0	300	0	17	6
907	m10017	1	箭塔强化7	提升箭塔等级14次	17	14	0	0	0	0	350	0	17	7
908	m10017	1	箭塔强化8	提升箭塔等级16次	17	16	0	0	0	0	400	0	17	8
909	m10017	1	箭塔强化9	提升箭塔等级18次	17	18	0	0	0	0	450	0	17	9
910	m10017	1	箭塔强化10	提升箭塔等级20次	17	20	0	0	0	0	500	0	17	10
911	m10017	1	箭塔强化11	提升箭塔等级22次	17	22	0	0	0	0	550	0	17	11
912	m10017	1	箭塔强化12	提升箭塔等级24次	17	24	0	0	0	0	600	0	17	12
913	m10017	1	箭塔强化13	提升箭塔等级26次	17	26	0	0	0	0	650	0	17	13
914	m10017	1	箭塔强化14	提升箭塔等级28次	17	28	0	0	0	0	700	0	17	14
915	m10017	1	箭塔强化15	提升箭塔等级30次	17	30	0	0	0	0	750	0	17	15
916	m10017	1	箭塔强化16	提升箭塔等级32次	17	32	0	0	0	0	800	0	17	16
917	m10017	1	箭塔强化17	提升箭塔等级34次	17	34	0	0	0	0	850	0	17	17
918	m10017	1	箭塔强化18	提升箭塔等级36次	17	36	0	0	0	0	900	0	17	18
919	m10017	1	箭塔强化19	提升箭塔等级38次	17	38	0	0	0	0	950	0	17	19
920	m10017	1	箭塔强化20	提升箭塔等级40次	17	40	0	0	0	0	1000	0	17	20
921	m10017	1	箭塔强化21	提升箭塔等级42次	17	42	0	0	0	0	1050	0	17	21
922	m10017	1	箭塔强化22	提升箭塔等级44次	17	44	0	0	0	0	1100	0	17	22
923	m10017	1	箭塔强化23	提升箭塔等级46次	17	46	0	0	0	0	1150	0	17	23
924	m10017	1	箭塔强化24	提升箭塔等级48次	17	48	0	0	0	0	1200	0	17	24
925	m10017	1	箭塔强化25	提升箭塔等级50次	17	50	0	0	0	0	1250	0	17	25
926	m10017	1	箭塔强化26	提升箭塔等级52次	17	52	0	0	0	0	1300	0	17	26
927	m10017	1	箭塔强化27	提升箭塔等级54次	17	54	0	0	0	0	1350	0	17	27
928	m10017	1	箭塔强化28	提升箭塔等级56次	17	56	0	0	0	0	1400	0	17	28
929	m10017	1	箭塔强化29	提升箭塔等级58次	17	58	0	0	0	0	1450	0	17	29
930	m10017	1	箭塔强化30	提升箭塔等级60次	17	60	0	0	0	0	1500	0	17	30
931	m10017	1	箭塔强化31	提升箭塔等级62次	17	62	0	0	0	0	1550	0	17	31
932	m10017	1	箭塔强化32	提升箭塔等级64次	17	64	0	0	0	0	1600	0	17	32
933	m10017	1	箭塔强化33	提升箭塔等级66次	17	66	0	0	0	0	1650	0	17	33
934	m10017	1	箭塔强化34	提升箭塔等级68次	17	68	0	0	0	0	1700	0	17	34
935	m10017	1	箭塔强化35	提升箭塔等级70次	17	70	0	0	0	0	1750	0	17	35
936	m10017	1	箭塔强化36	提升箭塔等级72次	17	72	0	0	0	0	1800	0	17	36
937	m10017	1	箭塔强化37	提升箭塔等级74次	17	74	0	0	0	0	1850	0	17	37
938	m10017	1	箭塔强化38	提升箭塔等级76次	17	76	0	0	0	0	1900	0	17	38
939	m10017	1	箭塔强化39	提升箭塔等级78次	17	78	0	0	0	0	1950	0	17	39
940	m10017	1	箭塔强化40	提升箭塔等级80次	17	80	0	0	0	0	2000	0	17	40
941	m10017	1	箭塔强化41	提升箭塔等级82次	17	82	0	0	0	0	2050	0	17	41
942	m10017	1	箭塔强化42	提升箭塔等级84次	17	84	0	0	0	0	2100	0	17	42
943	m10017	1	箭塔强化43	提升箭塔等级86次	17	86	0	0	0	0	2150	0	17	43
944	m10017	1	箭塔强化44	提升箭塔等级88次	17	88	0	0	0	0	2200	0	17	44
945	m10017	1	箭塔强化45	提升箭塔等级90次	17	90	0	0	0	0	2250	0	17	45
946	m10017	1	箭塔强化46	提升箭塔等级92次	17	92	0	0	0	0	2300	0	17	46
947	m10017	1	箭塔强化47	提升箭塔等级94次	17	94	0	0	0	0	2350	0	17	47
948	m10017	1	箭塔强化48	提升箭塔等级96次	17	96	0	0	0	0	2400	0	17	48
949	m10017	1	箭塔强化49	提升箭塔等级98次	17	98	0	0	0	0	2450	0	17	49
950	m10017	1	箭塔强化50	提升箭塔等级100次	17	100	0	0	0	0	2500	0	17	50
951	m10017	1	箭塔强化51	提升箭塔等级102次	17	102	0	0	0	0	2550	0	17	51
952	m10017	1	箭塔强化52	提升箭塔等级104次	17	104	0	0	0	0	2600	0	17	52
953	m10017	1	箭塔强化53	提升箭塔等级106次	17	106	0	0	0	0	2650	0	17	53
954	m10017	1	箭塔强化54	提升箭塔等级108次	17	108	0	0	0	0	2700	0	17	54
955	m10017	1	箭塔强化55	提升箭塔等级110次	17	110	0	0	0	0	2750	0	17	55
956	m10017	1	箭塔强化56	提升箭塔等级112次	17	112	0	0	0	0	2800	0	17	56
957	m10017	1	箭塔强化57	提升箭塔等级114次	17	114	0	0	0	0	2850	0	17	57
958	m10017	1	箭塔强化58	提升箭塔等级116次	17	116	0	0	0	0	2900	0	17	58
959	m10017	1	箭塔强化59	提升箭塔等级118次	17	118	0	0	0	0	2950	0	17	59
960	m10017	1	箭塔强化60	提升箭塔等级120次	17	120	0	0	0	0	3000	0	17	60
961	m10018	1	控制神符1	控制2次神符	18	2	0	0	0	0	50	0	18	1
962	m10018	1	控制神符2	控制4次神符	18	4	0	0	0	0	100	0	18	2
963	m10018	1	控制神符3	控制6次神符	18	6	0	0	0	0	150	0	18	3
964	m10018	1	控制神符4	控制8次神符	18	8	0	0	0	0	200	0	18	4
965	m10018	1	控制神符5	控制10次神符	18	10	0	0	0	0	250	0	18	5
966	m10018	1	控制神符6	控制12次神符	18	12	0	0	0	0	300	0	18	6
967	m10018	1	控制神符7	控制14次神符	18	14	0	0	0	0	350	0	18	7
968	m10018	1	控制神符8	控制16次神符	18	16	0	0	0	0	400	0	18	8
969	m10018	1	控制神符9	控制18次神符	18	18	0	0	0	0	450	0	18	9
970	m10018	1	控制神符10	控制20次神符	18	20	0	0	0	0	500	0	18	10
971	m10018	1	控制神符11	控制22次神符	18	22	0	0	0	0	550	0	18	11
972	m10018	1	控制神符12	控制24次神符	18	24	0	0	0	0	600	0	18	12
973	m10018	1	控制神符13	控制26次神符	18	26	0	0	0	0	650	0	18	13
974	m10018	1	控制神符14	控制28次神符	18	28	0	0	0	0	700	0	18	14
975	m10018	1	控制神符15	控制30次神符	18	30	0	0	0	0	750	0	18	15
976	m10018	1	控制神符16	控制32次神符	18	32	0	0	0	0	800	0	18	16
977	m10018	1	控制神符17	控制34次神符	18	34	0	0	0	0	850	0	18	17
978	m10018	1	控制神符18	控制36次神符	18	36	0	0	0	0	900	0	18	18
979	m10018	1	控制神符19	控制38次神符	18	38	0	0	0	0	950	0	18	19
980	m10018	1	控制神符20	控制40次神符	18	40	0	0	0	0	1000	0	18	20
981	m10018	1	控制神符21	控制42次神符	18	42	0	0	0	0	1050	0	18	21
982	m10018	1	控制神符22	控制44次神符	18	44	0	0	0	0	1100	0	18	22
983	m10018	1	控制神符23	控制46次神符	18	46	0	0	0	0	1150	0	18	23
984	m10018	1	控制神符24	控制48次神符	18	48	0	0	0	0	1200	0	18	24
985	m10018	1	控制神符25	控制50次神符	18	50	0	0	0	0	1250	0	18	25
986	m10018	1	控制神符26	控制52次神符	18	52	0	0	0	0	1300	0	18	26
987	m10018	1	控制神符27	控制54次神符	18	54	0	0	0	0	1350	0	18	27
988	m10018	1	控制神符28	控制56次神符	18	56	0	0	0	0	1400	0	18	28
989	m10018	1	控制神符29	控制58次神符	18	58	0	0	0	0	1450	0	18	29
990	m10018	1	控制神符30	控制60次神符	18	60	0	0	0	0	1500	0	18	30
991	m10018	1	控制神符31	控制62次神符	18	62	0	0	0	0	1550	0	18	31
992	m10018	1	控制神符32	控制64次神符	18	64	0	0	0	0	1600	0	18	32
993	m10018	1	控制神符33	控制66次神符	18	66	0	0	0	0	1650	0	18	33
994	m10018	1	控制神符34	控制68次神符	18	68	0	0	0	0	1700	0	18	34
995	m10018	1	控制神符35	控制70次神符	18	70	0	0	0	0	1750	0	18	35
996	m10018	1	控制神符36	控制72次神符	18	72	0	0	0	0	1800	0	18	36
997	m10018	1	控制神符37	控制74次神符	18	74	0	0	0	0	1850	0	18	37
998	m10018	1	控制神符38	控制76次神符	18	76	0	0	0	0	1900	0	18	38
999	m10018	1	控制神符39	控制78次神符	18	78	0	0	0	0	1950	0	18	39
1000	m10018	1	控制神符40	控制80次神符	18	80	0	0	0	0	2000	0	18	40
1001	m10018	1	控制神符41	控制82次神符	18	82	0	0	0	0	2050	0	18	41
1002	m10018	1	控制神符42	控制84次神符	18	84	0	0	0	0	2100	0	18	42
1003	m10018	1	控制神符43	控制86次神符	18	86	0	0	0	0	2150	0	18	43
1004	m10018	1	控制神符44	控制88次神符	18	88	0	0	0	0	2200	0	18	44
1005	m10018	1	控制神符45	控制90次神符	18	90	0	0	0	0	2250	0	18	45
1006	m10018	1	控制神符46	控制92次神符	18	92	0	0	0	0	2300	0	18	46
1007	m10018	1	控制神符47	控制94次神符	18	94	0	0	0	0	2350	0	18	47
1008	m10018	1	控制神符48	控制96次神符	18	96	0	0	0	0	2400	0	18	48
1009	m10018	1	控制神符49	控制98次神符	18	98	0	0	0	0	2450	0	18	49
1010	m10018	1	控制神符50	控制100次神符	18	100	0	0	0	0	2500	0	18	50
1011	m10018	1	控制神符51	控制102次神符	18	102	0	0	0	0	2550	0	18	51
1012	m10018	1	控制神符52	控制104次神符	18	104	0	0	0	0	2600	0	18	52
1013	m10018	1	控制神符53	控制106次神符	18	106	0	0	0	0	2650	0	18	53
1014	m10018	1	控制神符54	控制108次神符	18	108	0	0	0	0	2700	0	18	54
1015	m10018	1	控制神符55	控制110次神符	18	110	0	0	0	0	2750	0	18	55
1016	m10018	1	控制神符56	控制112次神符	18	112	0	0	0	0	2800	0	18	56
1017	m10018	1	控制神符57	控制114次神符	18	114	0	0	0	0	2850	0	18	57
1018	m10018	1	控制神符58	控制116次神符	18	116	0	0	0	0	2900	0	18	58
1019	m10018	1	控制神符59	控制118次神符	18	118	0	0	0	0	2950	0	18	59
1020	m10018	1	控制神符60	控制120次神符	18	120	0	0	0	0	3000	0	18	60
1021	m10004	1	竞技排名1	竞技场获得8855以上排名	19	8855	0	0	0	0	50	20008|1|5	19	1
1022	m10004	1	竞技排名2	竞技场获得8560以上排名	19	8560	0	0	0	0	100	20008|1|10	19	2
1023	m10004	1	竞技排名3	竞技场获得8270以上排名	19	8270	0	0	0	0	150	20008|1|15	19	3
1024	m10004	1	竞技排名4	竞技场获得7985以上排名	19	7985	0	0	0	0	200	20008|1|20	19	4
1025	m10004	1	竞技排名5	竞技场获得7705以上排名	19	7705	0	0	0	0	250	20008|1|25	19	5
1026	m10004	1	竞技排名6	竞技场获得7430以上排名	19	7430	0	0	0	0	300	20008|1|30	19	6
1027	m10004	1	竞技排名7	竞技场获得7160以上排名	19	7160	0	0	0	0	350	20008|1|35	19	7
1028	m10004	1	竞技排名8	竞技场获得6895以上排名	19	6895	0	0	0	0	400	20008|1|40	19	8
1029	m10004	1	竞技排名9	竞技场获得6635以上排名	19	6635	0	0	0	0	450	20008|1|45	19	9
1030	m10004	1	竞技排名10	竞技场获得6380以上排名	19	6380	0	0	0	0	500	20008|1|50	19	10
1031	m10004	1	竞技排名11	竞技场获得6130以上排名	19	6130	0	0	0	0	550	20008|1|55	19	11
1032	m10004	1	竞技排名12	竞技场获得5885以上排名	19	5885	0	0	0	0	600	20008|1|60	19	12
1033	m10004	1	竞技排名13	竞技场获得5645以上排名	19	5645	0	0	0	0	650	20008|1|65	19	13
1034	m10004	1	竞技排名14	竞技场获得5410以上排名	19	5410	0	0	0	0	700	20008|1|70	19	14
1035	m10004	1	竞技排名15	竞技场获得5180以上排名	19	5180	0	0	0	0	750	20008|1|75	19	15
1036	m10004	1	竞技排名16	竞技场获得4955以上排名	19	4955	0	0	0	0	800	20008|1|80	19	16
1037	m10004	1	竞技排名17	竞技场获得4735以上排名	19	4735	0	0	0	0	850	20008|1|85	19	17
1038	m10004	1	竞技排名18	竞技场获得4520以上排名	19	4520	0	0	0	0	900	20008|1|90	19	18
1039	m10004	1	竞技排名19	竞技场获得4310以上排名	19	4310	0	0	0	0	950	20008|1|95	19	19
1040	m10004	1	竞技排名20	竞技场获得4105以上排名	19	4105	0	0	0	0	1000	20008|1|100	19	20
1041	m10004	1	竞技排名21	竞技场获得3905以上排名	19	3905	0	0	0	0	1050	20008|1|105	19	21
1042	m10004	1	竞技排名22	竞技场获得3710以上排名	19	3710	0	0	0	0	1100	20008|1|110	19	22
1043	m10004	1	竞技排名23	竞技场获得3520以上排名	19	3520	0	0	0	0	1150	20008|1|115	19	23
1044	m10004	1	竞技排名24	竞技场获得3335以上排名	19	3335	0	0	0	0	1200	20008|1|120	19	24
1045	m10004	1	竞技排名25	竞技场获得3155以上排名	19	3155	0	0	0	0	1250	20008|1|125	19	25
1046	m10004	1	竞技排名26	竞技场获得2980以上排名	19	2980	0	0	0	0	1300	20008|1|130	19	26
1047	m10004	1	竞技排名27	竞技场获得2810以上排名	19	2810	0	0	0	0	1350	20008|1|135	19	27
1048	m10004	1	竞技排名28	竞技场获得2645以上排名	19	2645	0	0	0	0	1400	20008|1|140	19	28
1049	m10004	1	竞技排名29	竞技场获得2485以上排名	19	2485	0	0	0	0	1450	20008|1|145	19	29
1050	m10004	1	竞技排名30	竞技场获得2330以上排名	19	2330	0	0	0	0	1500	20008|1|150	19	30
1051	m10004	1	竞技排名31	竞技场获得2180以上排名	19	2180	0	0	0	0	1550	20008|1|155	19	31
1052	m10004	1	竞技排名32	竞技场获得2035以上排名	19	2035	0	0	0	0	1600	20008|1|160	19	32
1053	m10004	1	竞技排名33	竞技场获得1895以上排名	19	1895	0	0	0	0	1650	20008|1|165	19	33
1054	m10004	1	竞技排名34	竞技场获得1760以上排名	19	1760	0	0	0	0	1700	20008|1|170	19	34
1055	m10004	1	竞技排名35	竞技场获得1630以上排名	19	1630	0	0	0	0	1750	20008|1|175	19	35
1056	m10004	1	竞技排名36	竞技场获得1505以上排名	19	1505	0	0	0	0	1800	20008|1|180	19	36
1057	m10004	1	竞技排名37	竞技场获得1385以上排名	19	1385	0	0	0	0	1850	20008|1|185	19	37
1058	m10004	1	竞技排名38	竞技场获得1270以上排名	19	1270	0	0	0	0	1900	20008|1|190	19	38
1059	m10004	1	竞技排名39	竞技场获得1160以上排名	19	1160	0	0	0	0	1950	20008|1|195	19	39
1060	m10004	1	竞技排名40	竞技场获得1055以上排名	19	1055	0	0	0	0	2000	20008|1|200	19	40
1061	m10004	1	竞技排名41	竞技场获得955以上排名	19	955	0	0	0	0	2050	20008|1|205	19	41
1062	m10004	1	竞技排名42	竞技场获得860以上排名	19	860	0	0	0	0	2100	20008|1|210	19	42
1063	m10004	1	竞技排名43	竞技场获得770以上排名	19	770	0	0	0	0	2150	20008|1|215	19	43
1064	m10004	1	竞技排名44	竞技场获得685以上排名	19	685	0	0	0	0	2200	20008|1|220	19	44
1065	m10004	1	竞技排名45	竞技场获得605以上排名	19	605	0	0	0	0	2250	20008|1|225	19	45
1066	m10004	1	竞技排名46	竞技场获得530以上排名	19	530	0	0	0	0	2300	20008|1|230	19	46
1067	m10004	1	竞技排名47	竞技场获得460以上排名	19	460	0	0	0	0	2350	20008|1|235	19	47
1068	m10004	1	竞技排名48	竞技场获得395以上排名	19	395	0	0	0	0	2400	20008|1|240	19	48
1069	m10004	1	竞技排名49	竞技场获得335以上排名	19	335	0	0	0	0	2450	20008|1|245	19	49
1070	m10004	1	竞技排名50	竞技场获得280以上排名	19	280	0	0	0	0	2500	20008|1|250	19	50
1071	m10004	1	竞技排名51	竞技场获得230以上排名	19	230	0	0	0	0	2550	20008|1|255	19	51
1072	m10004	1	竞技排名52	竞技场获得185以上排名	19	185	0	0	0	0	2600	20008|1|260	19	52
1073	m10004	1	竞技排名53	竞技场获得145以上排名	19	145	0	0	0	0	2650	20008|1|265	19	53
1074	m10004	1	竞技排名54	竞技场获得110以上排名	19	110	0	0	0	0	2700	20008|1|270	19	54
1075	m10004	1	竞技排名55	竞技场获得80以上排名	19	80	0	0	0	0	2750	20008|1|275	19	55
1076	m10004	1	竞技排名56	竞技场获得55以上排名	19	55	0	0	0	0	2800	20008|1|280	19	56
1077	m10004	1	竞技排名57	竞技场获得35以上排名	19	35	0	0	0	0	2850	20008|1|285	19	57
1078	m10004	1	竞技排名58	竞技场获得20以上排名	19	20	0	0	0	0	2900	20008|1|290	19	58
1079	m10004	1	竞技排名59	竞技场获得10以上排名	19	10	0	0	0	0	2950	20008|1|295	19	59
1080	m10004	1	竞技排名60	竞技场获得5以上排名	19	5	0	0	0	0	3000	20008|1|300	19	60
1081	m10004	1	成长之路1	封测期间完成第1关第1小节	22	1	100	1000	0	0	0	0	22	1
1082	m10004	1	成长之路2	封测期间完成第1关第2小节	22	2	100	1000	0	0	0	0	22	2
1083	m10004	1	成长之路3	封测期间完成第1关第3小节	22	3	100	1000	0	0	0	0	22	3
1084	m10004	1	成长之路4	封测期间完成第1关第4小节	22	4	100	1000	0	0	0	0	22	4
1085	m10004	1	成长之路5	封测期间完成第1关第5小节	22	5	100	1000	0	0	0	0	22	5
1086	m10004	1	成长之路6	封测期间完成第1关第6小节	22	6	100	1000	0	0	0	0	22	6
1087	m10004	1	成长之路7	封测期间完成第2关第1小节	22	7	100	1000	0	0	0	0	22	7
1088	m10004	1	成长之路8	封测期间完成第2关第2小节	22	8	100	1000	0	0	0	0	22	8
1089	m10004	1	成长之路9	封测期间完成第2关第3小节	22	9	100	1000	0	0	0	0	22	9
1090	m10004	1	成长之路10	封测期间完成第2关第4小节	22	10	100	1000	0	0	0	0	22	10
1091	m10004	1	成长之路11	封测期间完成第2关第5小节	22	11	100	1000	0	0	0	0	22	11
1092	m10004	1	成长之路12	封测期间完成第2关第6小节	22	12	100	1000	0	0	0	0	22	12
1093	m10004	1	成长之路13	封测期间完成第3关第1小节	22	13	100	1000	0	0	0	0	22	13
1094	m10004	1	成长之路14	封测期间完成第3关第2小节	22	14	100	1000	0	0	0	0	22	14
1095	m10004	1	成长之路15	封测期间完成第3关第3小节	22	15	100	1000	0	0	0	0	22	15
1096	m10004	1	成长之路16	封测期间完成第3关第4小节	22	16	100	1000	0	0	0	0	22	16
1097	m10004	1	成长之路17	封测期间完成第3关第5小节	22	17	100	1000	0	0	0	0	22	17
1098	m10004	1	成长之路18	封测期间完成第3关第6小节	22	18	100	1000	0	0	0	0	22	18
1099	m10004	1	成长之路19	封测期间完成第4关第1小节	22	19	100	1000	0	0	0	0	22	19
1100	m10004	1	成长之路20	封测期间完成第4关第2小节	22	20	100	1000	0	0	0	0	22	20
1101	m10004	1	成长之路21	封测期间完成第4关第3小节	22	21	100	1000	0	0	0	0	22	21
1102	m10004	1	成长之路22	封测期间完成第4关第4小节	22	22	100	1000	0	0	0	0	22	22
1103	m10004	1	成长之路23	封测期间完成第4关第5小节	22	23	100	1000	0	0	0	0	22	23
1104	m10004	1	成长之路24	封测期间完成第4关第6小节	22	24	100	1000	0	0	0	0	22	24
1105	m10004	1	成长之路25	封测期间完成第5关第1小节	22	25	100	1000	0	0	0	0	22	25
1106	m10004	1	成长之路26	封测期间完成第5关第2小节	22	26	100	1000	0	0	0	0	22	26
1107	m10004	1	成长之路27	封测期间完成第5关第3小节	22	27	100	1000	0	0	0	0	22	27
1108	m10004	1	成长之路28	封测期间完成第5关第4小节	22	28	100	1000	0	0	0	0	22	28
1109	m10004	1	成长之路29	封测期间完成第5关第5小节	22	29	100	1000	0	0	0	0	22	29
1110	m10004	1	成长之路30	封测期间完成第5关第6小节	22	30	100	1000	0	0	0	0	22	30
1111	m10004	1	成长之路31	封测期间完成第6关第1小节	22	31	100	1000	0	0	0	0	22	31
1112	m10004	1	成长之路32	封测期间完成第6关第2小节	22	32	100	1000	0	0	0	0	22	32
1113	m10004	1	成长之路33	封测期间完成第6关第3小节	22	33	100	1000	0	0	0	0	22	33
1114	m10004	1	成长之路34	封测期间完成第6关第4小节	22	34	100	1000	0	0	0	0	22	34
1115	m10004	1	成长之路35	封测期间完成第6关第5小节	22	35	100	1000	0	0	0	0	22	35
1116	m10004	1	成长之路36	封测期间完成第6关第6小节	22	36	100	1000	0	0	0	0	22	36
1117	m10004	1	成长之路37	封测期间完成第7关第1小节	22	37	100	1000	0	0	0	0	22	37
1118	m10004	1	成长之路38	封测期间完成第7关第2小节	22	38	100	1000	0	0	0	0	22	38
1119	m10004	1	成长之路39	封测期间完成第7关第3小节	22	39	100	1000	0	0	0	0	22	39
1120	m10004	1	成长之路40	封测期间完成第7关第4小节	22	40	100	1000	0	0	0	0	22	40
1121	m10004	1	成长之路41	封测期间完成第7关第5小节	22	41	100	1000	0	0	0	0	22	41
1122	m10004	1	成长之路42	封测期间完成第7关第6小节	22	42	100	1000	0	0	0	0	22	42
1123	m10004	1	成长之路43	封测期间完成第8关第1小节	22	43	100	1000	0	0	0	0	22	43
1124	m10004	1	成长之路44	封测期间完成第8关第2小节	22	44	100	1000	0	0	0	0	22	44
1125	m10004	1	成长之路45	封测期间完成第8关第3小节	22	45	100	1000	0	0	0	0	22	45
1126	m10004	1	成长之路46	封测期间完成第8关第4小节	22	46	100	1000	0	0	0	0	22	46
1127	m10004	1	成长之路47	封测期间完成第8关第5小节	22	47	100	1000	0	0	0	0	22	47
1128	m10004	1	成长之路48	封测期间完成第8关第6小节	22	48	100	1000	0	0	0	0	22	48
1129	m10004	1	成长之路49	封测期间完成第9关第1小节	22	49	100	1000	0	0	0	0	22	49
1130	m10004	1	成长之路50	封测期间完成第9关第2小节	22	50	100	1000	0	0	0	0	22	50
1131	m10004	1	成长之路51	封测期间完成第9关第3小节	22	51	100	1000	0	0	0	0	22	51
1132	m10004	1	成长之路52	封测期间完成第9关第4小节	22	52	100	1000	0	0	0	0	22	52
1133	m10004	1	成长之路53	封测期间完成第9关第5小节	22	53	100	1000	0	0	0	0	22	53
1134	m10004	1	成长之路54	封测期间完成第9关第6小节	22	54	100	1000	0	0	0	0	22	54
